year,category,laureate_type,full_name,birth_year,birth_city,birth_country,gender,prize,motivation
1993,Medicine,Individual,Phillip A. Sharp,1944,"Falmouth, KY",United States of America,Male,The Nobel Prize in Physiology or Medicine 1993,"""for their discoveries of split genes"""
1993,Peace,Individual,Nelson Mandela,1918,Qunu,South Africa,Male,The Nobel Peace Prize 1993,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa"""
1993,Peace,Individual,Frederik Willem de Klerk,1936,Johannesburg,South Africa,Male,The Nobel Peace Prize 1993,"""for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa"""
1993,Physics,Individual,Russell A. Hulse,1950,"New York, NY",United States of America,Male,The Nobel Prize in Physics 1993,"""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation"""
1993,Physics,Individual,Joseph H. Taylor Jr.,1941,"Philadelphia, PA",United States of America,Male,The Nobel Prize in Physics 1993,"""for the discovery of a new type of pulsar, a discovery that has opened up new possibilities for the study of gravitation"""
1994,Chemistry,Individual,George A. Olah,1927,Budapest,Hungary,Male,The Nobel Prize in Chemistry 1994,"""for his contribution to carbocation chemistry"""
1994,Economics,Individual,John C. Harsanyi,1920,Budapest,Hungary,Male,The Sveriges Riksbank Prize in Economic Sciences 1994,"""for their pioneering analysis of equilibria in the theory of non-cooperative games"""
1994,Economics,Individual,John F. Nash Jr.,1928,"Bluefield, WV",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 1994,"""for their pioneering analysis of equilibria in the theory of non-cooperative games"""
1994,Economics,Individual,Reinhard Selten,1930,Breslau (Wroclaw),Germany (Poland),Male,The Sveriges Riksbank Prize in Economic Sciences 1994,"""for their pioneering analysis of equilibria in the theory of non-cooperative games"""
1994,Literature,Individual,Kenzaburo Oe,1935,Uchiko,Japan,Male,The Nobel Prize in Literature 1994,"""who with poetic force creates an imagined world, where life and myth condense to form a disconcerting picture of the human predicament today"""
1994,Medicine,Individual,Alfred G. Gilman,1941,"New Haven, CT",United States of America,Male,The Nobel Prize in Physiology or Medicine 1994,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells"""
1994,Medicine,Individual,Martin Rodbell,1925,"Baltimore, MD",United States of America,Male,The Nobel Prize in Physiology or Medicine 1994,"""for their discovery of G-proteins and the role of these proteins in signal transduction in cells"""
1994,Peace,Individual,Yasser Arafat,1929,Cairo,Egypt,Male,The Nobel Peace Prize 1994,"""for their efforts to create peace in the Middle East"""
1994,Peace,Individual,Shimon Peres,1923,Vishneva,Poland (Belarus),Male,The Nobel Peace Prize 1994,"""for their efforts to create peace in the Middle East"""
1994,Peace,Individual,Yitzhak Rabin,1922,Jerusalem,British Mandate of Palestine (Israel),Male,The Nobel Peace Prize 1994,"""for their efforts to create peace in the Middle East"""
1994,Physics,Individual,Bertram N. Brockhouse,1918,"Lethbridge, Alberta",Canada,Male,The Nobel Prize in Physics 1994,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the development of neutron spectroscopy"""
1994,Physics,Individual,Clifford G. Shull,1915,"Pittsburgh, PA",United States of America,Male,The Nobel Prize in Physics 1994,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the development of the neutron diffraction technique"""
1995,Chemistry,Individual,Paul J. Crutzen,1933,Amsterdam,Netherlands,Male,The Nobel Prize in Chemistry 1995,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone"""
1995,Chemistry,Individual,Mario J. Molina,1943,Mexico City,Mexico,Male,The Nobel Prize in Chemistry 1995,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone"""
1995,Chemistry,Individual,F. Sherwood Rowland,1927,"Delaware, OH",United States of America,Male,The Nobel Prize in Chemistry 1995,"""for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone"""
1995,Economics,Individual,Robert E. Lucas Jr.,1937,"Yakima, WA",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 1995,"""for having developed and applied the hypothesis of rational expectations, and thereby having transformed macroeconomic analysis and deepened our understanding of economic policy"""
1995,Literature,Individual,Seamus Heaney,1939,CasteldÃ wson,Northern Ireland,Male,The Nobel Prize in Literature 1995,"""for works of lyrical beauty and ethical depth, which exalt everyday miracles and the living past"""
1995,Medicine,Individual,Edward B. Lewis,1918,"Wilkes-Barre, PA",United States of America,Male,The Nobel Prize in Physiology or Medicine 1995,"""for their discoveries concerning the genetic control of early embryonic development"""
1995,Medicine,Individual,Christiane NÃ¼sslein-Volhard,1942,Magdeburg,Germany,Female,The Nobel Prize in Physiology or Medicine 1995,"""for their discoveries concerning the genetic control of early embryonic development"""
1995,Medicine,Individual,Eric F. Wieschaus,1947,"South Bend, IN",United States of America,Male,The Nobel Prize in Physiology or Medicine 1995,"""for their discoveries concerning the genetic control of early embryonic development"""
1995,Peace,Individual,Joseph Rotblat,1908,Warsaw,Russian Empire (Poland),Male,The Nobel Peace Prize 1995,"""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms"""
1995,Peace,Organization,Pugwash Conferences on Science and World Affairs,NA,NA,NA,NA,The Nobel Peace Prize 1995,"""for their efforts to diminish the part played by nuclear arms in international politics and, in the longer run, to eliminate such arms"""
1995,Physics,Individual,Martin L. Perl,1927,"New York, NY",United States of America,Male,The Nobel Prize in Physics 1995,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the discovery of the tau lepton"""
1995,Physics,Individual,Frederick Reines,1918,"Paterson, NJ",United States of America,Male,The Nobel Prize in Physics 1995,"""for pioneering contributions to the development of neutron scattering techniques for studies of condensed matter; for the detection of the neutrino"""
1996,Chemistry,Individual,Robert F. Curl Jr.,1933,"Alice, TX",United States of America,Male,The Nobel Prize in Chemistry 1996,"""for their discovery of fullerenes"""
1996,Chemistry,Individual,Sir Harold W. Kroto,1939,Wisbech,United Kingdom,Male,The Nobel Prize in Chemistry 1996,"""for their discovery of fullerenes"""
1996,Chemistry,Individual,Richard E. Smalley,1943,"Akron, OH",United States of America,Male,The Nobel Prize in Chemistry 1996,"""for their discovery of fullerenes"""
1996,Economics,Individual,James A. Mirrlees,1936,Minnigaff,Scotland,Male,The Sveriges Riksbank Prize in Economic Sciences 1996,"""for their fundamental contributions to the economic theory of incentives under asymmetric information"""
1996,Economics,Individual,William Vickrey,1914,"Victoria, BC",Canada,Male,The Sveriges Riksbank Prize in Economic Sciences 1996,"""for their fundamental contributions to the economic theory of incentives under asymmetric information"""
1996,Literature,Individual,Wislawa Szymborska,1923,Bnin (KÃ³rnik),Poland,Female,The Nobel Prize in Literature 1996,"""for poetry that with ironic precision allows the historical and biological context to come to light in fragments of human reality"""
1996,Medicine,Individual,Peter C. Doherty,1940,Brisbane,Australia,Male,The Nobel Prize in Physiology or Medicine 1996,"""for their discoveries concerning the specificity of the cell mediated immune defence"""
1996,Medicine,Individual,Rolf M. Zinkernagel,1944,Basel,Switzerland,Male,The Nobel Prize in Physiology or Medicine 1996,"""for their discoveries concerning the specificity of the cell mediated immune defence"""
1996,Peace,Individual,Carlos Filipe Ximenes Belo,1948,Wailacama,East Timor,Male,The Nobel Peace Prize 1996,"""for their work towards a just and peaceful solution to the conflict in East Timor"""
1996,Peace,Individual,JosÃ© Ramos-Horta,1949,Dili,East Timor,Male,The Nobel Peace Prize 1996,"""for their work towards a just and peaceful solution to the conflict in East Timor"""
1996,Physics,Individual,David M. Lee,1931,"Rye, NY",United States of America,Male,The Nobel Prize in Physics 1996,"""for their discovery of superfluidity in helium-3"""
1996,Physics,Individual,Douglas D. Osheroff,1945,"Aberdeen, WA",United States of America,Male,The Nobel Prize in Physics 1996,"""for their discovery of superfluidity in helium-3"""
1996,Physics,Individual,Robert C. Richardson,1937,"Washington, DC",United States of America,Male,The Nobel Prize in Physics 1996,"""for their discovery of superfluidity in helium-3"""
1997,Chemistry,Individual,Paul D. Boyer,1918,"Provo, UT",United States of America,Male,The Nobel Prize in Chemistry 1997,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)"""
1997,Chemistry,Individual,John E. Walker,1941,Halifax,United Kingdom,Male,The Nobel Prize in Chemistry 1997,"""for their elucidation of the enzymatic mechanism underlying the synthesis of adenosine triphosphate (ATP)"""
1997,Chemistry,Individual,Jens C. Skou,1918,Lemvig,Denmark,Male,The Nobel Prize in Chemistry 1997,"""for the first discovery of an ion-transporting enzyme, Na+, K+ -ATPase"""
1997,Economics,Individual,Robert C. Merton,1944,"New York, NY",United States of America,Male,The Sveriges Riksbank Prize in Economic Sciences 1997,"""for a new method to determine the value of derivatives"""
1997,Economics,Individual,Myron S. Scholes,1941,"Timmins, ON",Canada,Male,The Sveriges Riksbank Prize in Economic Sciences 1997,"""for a new method to determine the value of derivatives"""
1997,Literature,Individual,Dario Fo,1926,Leggiuno-Sangiano,Italy,Male,The Nobel Prize in Literature 1997,"""who emulates the jesters of the Middle Ages in scourging authority and upholding the dignity of the downtrodden"""
1997,Medicine,Individual,Stanley B. Prusiner,1942,"Des Moines, IA",United States of America,Male,The Nobel Prize in Physiology or Medicine 1997,"""for his discovery of Prions - a new biological principle of infection"""
1997,Peace,Organization,International Campaign to Ban Landmines (ICBL),NA,NA,NA,NA,The Nobel Peace Prize 1997,"""for their work for the banning and clearing of anti-personnel mines"""
1997,Peace,Individual,Jody Williams,1950,"Putney, VT",United States of America,Female,The Nobel Peace Prize 1997,"""for their work for the banning and clearing of anti-personnel mines"""
